compound_id,SMILES,binding_mode_class,pic50,pic50_date,DATESOLVED,docking_folder,aminohetaryl_c1_amide_split,aryl_c1_amide_c2_hetaryl_split,temporal_2012_split,c1_hetaryl_alkyl_c2_hetaryl_split,temporal_2013_split,temporal_2011_split,random_split
881,O=C1CCc2ccc(NC(=O)c3nc(C4CC4)cnc3Nc3cncnc3)cc21,aminohetaryl_c1_amide,7.5687810248011478,03-May-2011,27-Apr-10,5se5_881,test,train,train,val,train,test,val
882,CN(C)C(=O)Cn1ccc(NC(=O)c2nc(C3CC3)cnc2Nc2cncnc2)n1,aminohetaryl_c1_amide,7.5019100962758105,23-May-2011,27-Apr-10,5se5_882,test,train,train,val,train,test,train
883,Cn1ccc(NC(=O)c2nc(C3CC3)ccc2Nc2cncnc2)n1,aminohetaryl_c1_amide,6.9277721670188804,05-Oct-2009,04-Sep-08,5sfk_883,test,train,train,train,train,train,train
884,CNC(=O)c1c(NC(=O)c2nc(C(C)=O)cnc2Nc2cncnc2)cnn1C,aminohetaryl_c1_amide,6.7911208074048779,07-Jun-2010,27-Apr-10,5se5_884,test,train,train,train,train,train,train
885,CON(C)C(=O)c1c(NC(=O)c2nc(C3CC3)cnc2Nc2cncnc2)cnn1C,aminohetaryl_c1_amide,8.655804284128565,15-Nov-2010,27-Apr-10,5se5_885,test,train,train,train,train,val,train
886,Cc1noc(C(=O)Nc2cc(-c3ccccn3)nn2C)c1Br,aryl_c1_amide_c2_hetaryl,5.2059911265917883,26-Aug-2009,31-Mar-09,5sel_886,train,test,train,train,train,train,test
887,Cc1ncc(C)n2nc(CCc3nc(N4CCNC4=O)nn3C)nc12,c1_hetaryl_alkyl_c2_hetaryl,5.97449383187545045,19-Nov-2012,09-Feb-12,5sfh_887,val,val,test,test,val,,test
888,CNC(=O)c1c(C)cccc1NC(=O)c1nc(C2CC2)cnc1Nc1cncnc1,aminohetaryl_c1_amide,7.7430899181106432,28-Jun-2010,27-Apr-10,5se5_888,test,train,train,train,train,train,train
889,O=C(Nc1cccnc1C(=O)N1CCCC1)c1nc(C2CC2)cnc1Nc1cncnc1,aminohetaryl_c1_amide,8.603277721496226,07-Jun-2010,27-Apr-10,5se5_889,test,train,train,train,train,train,train
890,CNC(=O)c1c(NC(=O)c2nc(C3CC3)cnc2Nc2cnccn2)cnn1C,aminohetaryl_c1_amide,6.37101266695067464,14-Jun-2010,27-Apr-10,5se5_890,test,train,train,train,train,train,val
891,CN(C)C(=O)c1c(F)cc(F)cc1NC(=O)c1nc(C2CC2)cnc1Nc1cncnc1,aminohetaryl_c1_amide,7.7763223838699682,06-Sep-2010,27-Apr-10,5sfl_891,test,train,train,train,train,train,val
892,CNC(=O)c1c(NC(=O)c2nc(N3CCOCC3)cnc2Nc2cncnc2)cnn1C,aminohetaryl_c1_amide,8.3856301604517114,01-Sep-2010,27-Apr-10,5se5_892,test,train,train,train,train,train,train
893,Cn1ncc(NC(=O)c2nc(C3CC3)cnc2Nc2cncnc2)c1C(=O)N[C@@H]1CCOC1,aminohetaryl_c1_amide,8.4538276316830574,24-Aug-2010,27-Apr-10,5sfl_893,test,train,train,train,train,train,test
894,CC(C)(O)CNC(=O)c1cccc(NC(=O)c2nc(C3CC3)cnc2Nc2cncnc2)n1,aminohetaryl_c1_amide,8.260902553882525,23-May-2011,27-Apr-10,5se5_894,test,train,train,val,train,test,test
895,CNC(=O)c1c(NC(=O)c2nc([C@H]3CCOC3)cnc2Nc2cncnc2)cnn1C,aminohetaryl_c1_amide,7.9218332918318461,02-Aug-2010,27-Apr-10,5se5_895,test,train,train,train,train,train,train
896,Cn1ncc(NC(=O)c2nc(C3CC3)cnc2Nc2cncnc2)c1C(=O)NCCF,aminohetaryl_c1_amide,8.5567205169567178,10-May-2010,27-Apr-10,5sfl_896,test,train,train,train,train,train,train
897,O=C(Nc1ccn2nc(-c3ccccc3)nc2c1)c1ccc(Cl)nn1,aryl_c1_amide_c2_hetaryl,5.0,09-May-2011,09-Feb-11,5se3_897,train,test,train,val,train,test,train
898,Cc1cc(NC(=O)c2ccc3cc(-c4ccccc4)nn3c2)on1,aryl_c1_amide_c2_hetaryl,5.4750790169509104,14-Sep-2009,28-Jul-09,5sfp_898,train,test,train,train,train,train,test
899,CN(C)C(=O)c1ncncc1NC(=O)c1nc(C2CC2)cnc1Nc1cncnc1,aminohetaryl_c1_amide,7.0454198372562427,14-Jun-2010,27-Apr-10,5se5_899,test,train,train,train,train,train,train
900,CS(=O)(=O)Nc1cccc(NC(=O)c2nc(C3CC3)cnc2Nc2cncnc2)c1,aminohetaryl_c1_amide,7.8354687036945685,15-Mar-2011,27-Apr-10,5sfl_900,test,train,train,val,train,test,train
901,O=C(NCCC1CCCCC1)c1nc(C2CC2)cnc1Nc1cncnc1,aminohetaryl_c1_amide,5.85068141142057307,07-Jun-2010,27-Apr-10,5se5_901,test,train,train,train,train,train,train
902,CC(C)(O)CNC(=O)c1ccc(F)cc1NC(=O)c1nc(C2CC2)cnc1Nc1cncnc1,aminohetaryl_c1_amide,9.3946949538588904,28-Sep-2010,27-Apr-10,5sfl_902,test,train,train,train,train,train,train
903,Cc1ccc(Nc2cncnc2)c(C(=O)Nc2ccn(-c3ccccn3)n2)n1,aminohetaryl_c1_amide,6.4346611232289326,05-Oct-2009,04-Sep-08,5sfk_903,test,train,train,train,train,train,train
904,CNC(=O)c1c(NC(=O)c2nc(N3CCCC3)cnc2Nc2cncnc2)cnn1C,aminohetaryl_c1_amide,7.6194450778457863,01-Sep-2010,27-Apr-10,5se5_904,test,train,train,train,train,train,test
905,CNC(=O)c1c(F)cccc1NC(=O)c1nc(C2CC2)cnc1Nc1cncnc1,aminohetaryl_c1_amide,7.1641869144233374,06-Sep-2010,27-Apr-10,5se5_905,test,train,train,train,train,train,val
906,Cn1ncc(C(=O)N2CCC2)c1C(=O)Nc1cn(-c2cnccn2)cn1,aryl_c1_amide_c2_hetaryl,5.6131526684905792,24-Aug-2009,05-Jun-09,5sen_906,train,test,train,train,train,train,val
907,Cc1ncc(C)n2nc(/C=C/c3nc(N4CCN(C)C4=O)cn3C)nc12,c1_hetaryl_alkyl_c2_hetaryl,6.789681480173768,14-Oct-2013,15-NOV-12,5sfy_907,val,val,,test,test,,val
908,COc1ccc2c(=O)n(C)c3c(C(C)C)nc(-c4ccccc4Cl)n3c2c1,aryl_c1_amide_c2_hetaryl,6.11285109555496539,17-Jan-2011,04-Aug-10,5sf7_908,train,test,train,train,train,test,train
909,CNC(=O)c1nc(C)ccc1NC(=O)c1nc(C2CC2)cnc1Nc1cncnc1,aminohetaryl_c1_amide,8.4609239012072233,17-May-2010,27-Apr-10,5sfl_909,test,train,train,train,train,train,test
910,CC(C)NC(=O)c1ncccc1NC(=O)c1nc(C2CC2)cnc1Nc1cncnc1,aminohetaryl_c1_amide,8.3106023371787177,28-Jun-2010,27-Apr-10,5se5_910,test,train,train,train,train,train,val
911,Cc1ncc(C)n2nc(/C=C/c3nc(N4CCCN4C)nn3C)nc12,c1_hetaryl_alkyl_c2_hetaryl,6.12662126359085893,12-Aug-2013,15-NOV-12,5sfy_911,val,val,,test,test,,val
912,CNC(=O)c1cc(F)c(F)cc1NC(=O)c1nc(C2CC2)cnc1Nc1cncnc1,aminohetaryl_c1_amide,9.130459592366814,01-Sep-2010,27-Apr-10,5se5_912,test,train,train,train,train,train,train
913,CNC(=O)c1ccc(F)cc1NC(=O)c1nc(C2CC2)cnc1Nc1cncnc1,aminohetaryl_c1_amide,9.1706838361298906,01-Sep-2010,27-Apr-10,5se5_913,test,train,train,train,train,train,train
914,CCOC(=O)Cc1csc(NC(=O)c2nc(C3CC3)cnc2Nc2cncnc2)n1,aminohetaryl_c1_amide,8.301986496060818,03-May-2011,27-Apr-10,5sfl_914,test,train,train,val,train,test,train
915,O=C(NCCC1CCOCC1)c1nc(C2CC2)cnc1Nc1cncnc1,aminohetaryl_c1_amide,5.83187863571551515,07-Jun-2010,27-Apr-10,5sfl_915,test,train,train,train,train,train,train
916,Cn1ncc(NC(=O)c2nc(C3CC3)cnc2Nc2cncnc2)c1C(=O)N[C@H]1CCOC1,aminohetaryl_c1_amide,8.1632962009102688,24-Aug-2010,27-Apr-10,5sfl_916,test,train,train,train,train,train,train
917,CC(C)Oc1cccc(NC(=O)c2nc(C3CC3)cnc2Nc2cncnc2)n1,aminohetaryl_c1_amide,7.6278247138849358,28-Mar-2011,27-Apr-10,5se5_917,test,train,train,val,train,test,test
918,CNC(=O)c1c(NC(=O)c2nc(N3CCC3)cnc2Nc2cncnc2)cnn1C,aminohetaryl_c1_amide,6.8449594190888969,06-Sep-2010,27-Apr-10,5se5_918,test,train,train,train,train,train,test
919,CCNC(=O)c1c(NC(=O)c2nc(C3CC3)cnc2Nc2cncnc2)cnn1C,aminohetaryl_c1_amide,8.4060497047360125,07-Jun-2010,27-Apr-10,5sfl_919,test,train,train,train,train,train,train
920,O=C(Nc1cccc(C(=O)N2CCOCC2)n1)c1nc(C2CC2)cnc1Nc1cncnc1,aminohetaryl_c1_amide,8.1257501772215965,23-May-2011,27-Apr-10,5se5_920,test,train,train,val,train,test,train
921,COc1ncccc1C(=O)Nc1cc(-c2ccccn2)nn1C,aryl_c1_amide_c2_hetaryl,5.0118626560374688,06-Aug-2009,31-Mar-09,5sel_921,train,test,train,train,train,train,val
922,CNC(=O)c1cc(F)ccc1NC(=O)c1nc(C2CC2)cnc1Nc1cncnc1,aminohetaryl_c1_amide,9.022733787572707,29-Sep-2010,27-Apr-10,5se5_922,test,train,train,train,train,train,train
923,O=C(N[C@@H]1CCN(c2ccc(Cl)nn2)C1)c1nc(C2CC2)ccc1Nc1cncnc1,aminohetaryl_c1_amide,7.9397933789326498,14-Sep-2009,06-Mar-09,5sf2_923,test,train,train,train,train,train,train
924,O=C(NCC1(c2ccccc2)CCOCC1)c1nc(C2CC2)cnc1Nc1cncnc1,aminohetaryl_c1_amide,5.93581090730913723,07-Jun-2010,27-Apr-10,5se5_924,test,train,train,train,train,train,test
925,CCNC(=O)c1ncccc1NC(=O)c1nc(C2CC2)cnc1Nc1cncnc1,aminohetaryl_c1_amide,8.6356424851568985,28-Jun-2010,27-Apr-10,5se5_925,test,train,train,train,train,train,train
926,CC(=O)Nc1nc2cc(NC(=O)c3nc(C)ccc3C)ccc2s1,aryl_c1_amide_c2_hetaryl,5.2390837873589094,23-Feb-2010,04-Feb-10,5sfx_926,train,test,train,train,train,train,train
927,CNC(=O)c1c(F)cc(F)cc1NC(=O)c1nc(C2CC2)cnc1Nc1cncnc1,aminohetaryl_c1_amide,9.500312917381596,28-Sep-2010,27-Apr-10,5sfl_927,test,train,train,train,train,train,train
928,CC(C)NC(=O)c1cccc(NC(=O)c2nc(C3CC3)cnc2Nc2cncnc2)n1,aminohetaryl_c1_amide,8.0657035931805945,09-May-2011,27-Apr-10,5se5_928,test,train,train,val,train,test,val
929,O=C(Nc1ccc2cccnc2c1)c1nc(C2CC2)ccc1Nc1cncnc1,aminohetaryl_c1_amide,8.240558802866302,21-Sep-2009,06-Mar-09,5sf2_929,test,train,train,train,train,train,val
930,Cc1ncc(Nc2cncnc2)c(C(=O)Nc2cn(C)nc2C(=O)NCC(C)(C)O)n1,aminohetaryl_c1_amide,7.0990760204777572,01-Feb-2010,30-Sep-09,5sdz_930,test,train,train,train,train,train,test
931,CNC(=O)c1nc(C)ncc1NC(=O)c1nc(C2CC2)cnc1Nc1cncnc1,aminohetaryl_c1_amide,7.7148028771890305,24-Aug-2010,27-Apr-10,5se5_931,test,train,train,train,train,train,val
932,O=C1CCc2c(NC(=O)c3nc(C4CC4)cnc3Nc3cncnc3)cccc21,aminohetaryl_c1_amide,6.9062947150918413,09-May-2011,27-Apr-10,5se5_932,test,train,train,val,train,test,train
933,CNC(=O)c1cc(OC)ccc1NC(=O)c1nc(C2CC2)cnc1Nc1cncnc1,aminohetaryl_c1_amide,9.320572103387881,29-Jun-2010,27-Apr-10,5se5_933,test,train,train,train,train,train,train
934,Cn1cc(Br)c(C(=O)Nc2cc(-c3ccccn3)nn2C)n1,aryl_c1_amide_c2_hetaryl,6.09060391899012694,26-Aug-2009,31-Mar-09,5sel_934,train,test,train,train,train,train,train
935,O=C(Nc1conc1-c1ccccc1)c1nc(C2CC2)ccc1Nc1cncnc1,aminohetaryl_c1_amide,8.1608363170853497,24-Aug-2009,06-Mar-09,5sf2_935,test,train,train,train,train,train,test
936,CCOC(=O)c1cnn(C)c1C(=O)Nc1ccn2nc(Br)nc2c1,aryl_c1_amide_c2_hetaryl,5.4561589648569835,15-Nov-2010,21-Sep-10,5seh_936,train,test,train,train,train,val,train
937,O=C(c1nc(C2CC2)cnc1Nc1cncnc1)N1CCC(Cc2ccccc2)CC1,aminohetaryl_c1_amide,5.0,07-Jun-2010,27-Apr-10,5sfl_937,test,train,train,train,train,train,val
938,Cn1ncc(C(=O)N2CCOCC2)c1C(=O)N[C@H]1CCn2cc(-c3ccc(F)cc3)nc2C1,aryl_c1_amide_c2_hetaryl,6.204815410317576,20-Mar-2014,23-Nov-11,5sfm_938,val,test,,val,,,test
939,CC(C)C[C@H](CO)NC(=O)c1nc(C2CC2)cnc1Nc1cncnc1,aminohetaryl_c1_amide,5.61061327918836117,07-Jun-2010,27-Apr-10,5sfl_939,test,train,train,train,train,train,train
940,Cc1ccc(Nc2cncc(O)n2)c(C(=O)Nc2ccn(C)n2)n1,aminohetaryl_c1_amide,5.0891193089537213,06-Aug-2009,04-Sep-08,5sfk_940,test,train,train,train,train,train,test
941,Cn1nc(NC(=O)c2c(C(=O)N3CCC3)cnn2C)cc1C(=O)N1CCCCC1,aryl_c1_amide_c2_hetaryl,5.0,04-Oct-2010,31-Mar-09,5sf0_941,train,test,train,train,train,train,train
942,O=C(Nc1cnc(Cl)cc1Cl)c1nc(C2CC2)ccc1Nc1cncnc1,aminohetaryl_c1_amide,8.002788417167495,26-Aug-2009,07-Apr-09,5sfu_942,test,train,train,train,train,train,train
943,Cc1ncc(C)n2nc(CCc3nc(N4CC(C)C4)nn3C)nc12,c1_hetaryl_alkyl_c2_hetaryl,6.9657326029619743,25-Sep-2012,09-Feb-12,5sfh_943,val,val,test,test,val,,val
944,COCCn1ncc(NC(=O)c2nc(C3CC3)ccc2Nc2cncnc2)c1C(=O)N(C)C,aminohetaryl_c1_amide,7.8991816042684635,11-Jan-2010,09-Mar-09,5sdy_944,test,train,train,train,train,train,train
945,O=C(Nc1ccc2nccnc2c1)c1nc(C2CC2)ccc1Nc1cncnc1,aminohetaryl_c1_amide,7.2611243509451886,21-Sep-2009,06-Mar-09,5sf2_945,test,train,train,train,train,train,val
946,COCCNC(=O)c1nc(C2CC2)cnc1Nc1cncnc1,aminohetaryl_c1_amide,5.5944330476181891,17-May-2010,27-Apr-10,5sfl_946,test,train,train,train,train,train,train
947,Cc1nc(-c2ccc(Cl)cc2)oc1C(=O)Nc1cc(-c2ccccn2)nn1C,aryl_c1_amide_c2_hetaryl,6.014419955644152485,26-Aug-2009,31-Mar-09,5sel_947,train,test,train,train,train,train,train
948,Cc1ccc2c(c1)c(=O)n(C)c1c(C)nc(-c3ccccc3Cl)n21,aryl_c1_amide_c2_hetaryl,7.5770820192323376,29-Nov-2010,04-Aug-10,5sf7_948,train,test,train,train,train,val,test
949,O=C(Nc1ccc(O)c2c1CCCC2=O)c1nc(C2CC2)cnc1Nc1cncnc1,aminohetaryl_c1_amide,7.9820489311692577,03-May-2011,27-Apr-10,5se5_949,test,train,train,val,train,test,train
950,Cn1ncc(C(=O)N2CCC2)c1C(=O)Nc1ccn(Cc2ccccc2)n1,aryl_c1_amide_c2_hetaryl,6.9320666221004366,27-Sep-2010,24-Sep-10,5sfv_950,train,test,train,train,train,train,val
951,Cc1nc2ccccc2nc1OCc1csc(N2CCOCC2)n1,c1_hetaryl_alkyl_c2_hetaryl,5.6245507254085207,17-Jan-2011,20-Dec-10,5sf9_951,train,train,train,test,train,test,val
952,CC(=O)N1CC(C)(C)c2ccc(NC(=O)c3nc(C4CC4)cnc3Nc3cncnc3)cc21,aminohetaryl_c1_amide,8.1169634899723198,09-May-2011,27-Apr-10,5sfl_952,test,train,train,val,train,test,train
953,O=C(Nc1ccc(-c2ccccn2)s1)c1nc(C2CC2)ccc1Nc1cncnc1,aminohetaryl_c1_amide,8.845070943900685,31-Aug-2009,06-Mar-09,5sf2_953,test,train,train,train,train,train,train
954,O=C(Nc1cc(-c2ccccc2)on1)c1nc(C2CC2)ccc1Nc1cncnc1,aminohetaryl_c1_amide,5.83986114155153901,19-Aug-2009,06-Mar-09,5sf2_954,test,train,train,train,train,train,train
955,O=C(NC1CC1)c1nocc1NC(=O)c1nc(C2CC2)cnc1Nc1cncnc1,aminohetaryl_c1_amide,8.206419132631844,03-May-2010,27-Apr-10,5sfl_955,test,train,train,train,train,train,train
956,Cc1ncc(C)n2nc(CCc3nc(C4CCCC4)nn3C)nc12,c1_hetaryl_alkyl_c2_hetaryl,6.8354300512433326,08-Oct-2012,09-Feb-12,5sfh_956,val,val,test,test,val,,train
957,CC(=O)c1cccc(NC(=O)c2nc(C3CC3)cnc2Nc2cncnc2)c1,aminohetaryl_c1_amide,7.7181034497539396,03-May-2011,27-Apr-10,5se5_957,test,train,train,val,train,test,train
958,Cn1ncc(C(=O)N2CCC2)c1C(=O)Nc1cc(-c2ccccc2Cl)n[nH]1,aryl_c1_amide_c2_hetaryl,5.88816675755081298,04-Oct-2010,31-Mar-09,5sel_958,train,test,train,train,train,train,train
959,CCOC(=O)c1cc(NC(=O)c2c(C(=O)N3CCC3)cnn2C)nn1C,aryl_c1_amide_c2_hetaryl,5.87153869364450456,06-Sep-2010,16-Aug-10,5sfq_959,train,test,train,train,train,train,train
960,CCOC(=O)c1cnn(C)c1C(=O)Nc1cn(-c2ccccn2)cn1,aryl_c1_amide_c2_hetaryl,5.5735533183090947,06-Aug-2009,05-Jun-09,5sen_960,train,test,train,train,train,train,train
961,Cc1ncc(C)n2nc(CCc3nc(-c4cn[nH]c4)nn3C)nc12,c1_hetaryl_alkyl_c2_hetaryl,7.0584289429257296,05-Nov-2012,09-Feb-12,5sfh_961,val,val,test,test,val,,val
962,Cn1ncc(C(=O)NCc2cn3ccsc3n2)c1C(=O)Nc1ccn2cc(-c3ccccc3)nc2n1,aryl_c1_amide_c2_hetaryl,6.5152760407449308,05-Jul-2010,03-May-10,5sfj_962,train,test,train,train,train,train,train
963,CCCc1cccc(NC(=O)c2nc(C3CC3)cnc2Nc2cncnc2)n1,aminohetaryl_c1_amide,7.8021132315988142,28-Feb-2011,27-Apr-10,5sfl_963,test,train,train,val,train,test,train
964,Cc1ncc(C)n2nc(/C=C/c3nc(Br)cn3C3CC3)nc12,c1_hetaryl_alkyl_c2_hetaryl,5.1775050147212492,23-Sep-2013,15-NOV-12,5sfy_964,val,val,,test,test,,train
965,COc1ccc2c(c1)c(=O)n(C)c1c(C)nc(-c3ccccc3Cl)n21,aryl_c1_amide_c2_hetaryl,8.1135092748275177,29-Nov-2010,04-Aug-10,5sf7_965,train,test,train,train,train,val,val
966,CCCCc1cc(NC(=O)c2c(C(=O)N3CCC3)cnn2C)nn1C1CCCC1,aryl_c1_amide_c2_hetaryl,6.24512135374297472,25-Oct-2010,24-Sep-10,5sfv_966,train,test,train,train,train,val,train
967,Cc1nc(-c2ccccc2Cl)n2c3ccc(Cl)cc3c(=O)n(C)c12,aryl_c1_amide_c2_hetaryl,7.835809968899864,17-Aug-2010,04-Aug-10,5sf7_967,train,test,train,train,train,train,val
968,CC(C)(C)OCCCNC(=O)c1nc(C2CC2)cnc1Nc1cncnc1,aminohetaryl_c1_amide,6.5294630909816468,07-Jun-2010,27-Apr-10,5sfl_968,test,train,train,train,train,train,train
969,CNC(=O)c1ccccc1NC(=O)c1nc(C2CC2)ccc1Nc1cncnc1,aminohetaryl_c1_amide,8.8787322672979245,31-Aug-2009,06-Mar-09,5sf2_969,test,train,train,train,train,train,val
970,Cn1ncc(C(=O)N2CCC2)c1C(=O)Nc1ccn(Cc2ccc(Cl)cc2)n1,aryl_c1_amide_c2_hetaryl,6.9196838342646045,04-Oct-2010,24-Sep-10,5sfv_970,train,test,train,train,train,train,train
971,CNC(=O)[C@@H]1CCC[C@H]1NC(=O)c1nc(C2CC2)cnc1Nc1cncnc1,aminohetaryl_c1_amide,5.94438776311948498,07-Jun-2010,27-Apr-10,5se5_971,test,train,train,train,train,train,train
972,Cc1c(Cl)cc(Cl)c2nc(CCc3nccn3C)nn12,c1_hetaryl_alkyl_c2_hetaryl,6.7777310566661254,18-Jun-2012,01-Feb-12,5sej_972,train,val,test,test,val,,train
973,Cn1ncc(C(=O)NCc2ccc(Cl)nc2)c1C(=O)Nc1ccn2cc(-c3ccccc3)nc2n1,aryl_c1_amide_c2_hetaryl,6.5019114756912966,05-Jul-2010,03-May-10,5sfj_973,train,test,train,train,train,train,train
974,CC(=O)c1ccc(NC(=O)c2nc(C3CC3)ccc2Nc2cncnc2)s1,aminohetaryl_c1_amide,7.448379245635826,05-Oct-2009,06-Mar-09,5sf2_974,test,train,train,train,train,train,train
975,O=C(c1nc(C2CC2)cnc1Nc1cncnc1)N1CCN(c2ccccc2F)CC1,aminohetaryl_c1_amide,5.2094676329936471,07-Jun-2010,27-Apr-10,5sfl_975,test,train,train,train,train,train,train
976,CC(C)(C)CC(C)(C)NC(=O)c1nc(C2CC2)cnc1Nc1cncnc1,aminohetaryl_c1_amide,6.08266519594694478,14-Jun-2010,27-Apr-10,5se5_976,test,train,train,train,train,train,test
977,COc1ccc(Cn2ccc(NC(=O)c3c(C(=O)N4CCC4)cnn3C)n2)cc1,aryl_c1_amide_c2_hetaryl,7.0999771656713813,27-Sep-2010,24-Sep-10,5sfv_977,train,test,train,train,train,train,train
978,Cn1ncc(C(=O)N2CCC2)c1C(=O)Nc1ccn(Cc2ccncc2)n1,aryl_c1_amide_c2_hetaryl,6.7157407617289107,27-Sep-2010,24-Sep-10,5sfv_978,train,test,train,train,train,train,train
979,Cc1ncoc1C(=O)Nc1cc(-c2ccccn2)nn1C,aryl_c1_amide_c2_hetaryl,5.57372839867201453,26-Aug-2009,31-Mar-09,5sel_979,train,test,train,train,train,train,train
980,Cc1c(Cl)cc(Cl)c2nc(CCc3ccn(C)n3)nn12,c1_hetaryl_alkyl_c2_hetaryl,6.5098799200121791,27-Aug-2012,01-Feb-12,5sej_980,val,val,test,test,val,,train
981,COc1ccc2c(=O)n(C)c3c(C)nc(-c4cccc(Cl)c4)n3c2c1,aryl_c1_amide_c2_hetaryl,7.1485220033685666,17-Jan-2011,04-Aug-10,5sf7_981,train,test,train,train,train,test,train
982,Cc1nc2cc(Cl)ccc2nc1OCc1nc(N2CCCC2)nn1C.Cc1nc2ccc(Cl)cc2nc1OCc1nc(N2CCCC2)nn1C,c1_hetaryl_alkyl_c2_hetaryl,7.552407891178462,13-Aug-2012,20-Dec-10,5sf9_982,val,val,test,test,val,,val
983,Cn1ncc(C(=O)NCc2cc(C3CC3)[nH]n2)c1C(=O)Nc1ccn2cc(-c3ccccc3)nc2n1,aryl_c1_amide_c2_hetaryl,6.5197170370249335,17-Aug-2010,20-Jul-10,5sf3_983,train,test,train,train,train,train,train
984,Cc1ncc(C)n2nc(CCc3nc(N4CCCOCC4)nn3C)nc12,c1_hetaryl_alkyl_c2_hetaryl,5.89518592523020019,01-Oct-2012,09-Feb-12,5sfh_984,val,val,test,test,val,,val
985,CCCCc1cc(NC(=O)c2c(C(=O)N3CCC3)cnn2C)[nH]n1,aryl_c1_amide_c2_hetaryl,5.309910468135836,04-Oct-2010,31-Mar-09,5sel_985,train,test,train,train,train,train,test
986,Cc1nc(CCNC(=O)c2nc(C3CC3)ccc2Nc2cncnc2)n[nH]1,aminohetaryl_c1_amide,6.5671509179602141,26-Oct-2009,14-Oct-09,5sfg_986,test,train,train,train,train,train,val
987,Cc1nc(-c2ccccc2Cl)n2c3cc(Cl)ccc3c(=O)n(C)c12,aryl_c1_amide_c2_hetaryl,8.1845550837556496,29-Nov-2010,04-Aug-10,5sf7_987,train,test,train,train,train,val,test
988,O=C(NCC1CCOCC1)c1nc(C2CC2)cnc1Nc1cncnc1,aminohetaryl_c1_amide,5.2377261412116419,07-Jun-2010,27-Apr-10,5se5_988,test,train,train,train,train,train,val
989,Cc1cncc(CCc2nc(N3CCCC3)nn2C)n1,c1_hetaryl_alkyl_c2_hetaryl,5.1024975526185591,30-Jul-2012,18-Jun-12,5sfw_989,val,val,test,test,val,,val
990,O=C(Nc1conc1-c1ccccn1)c1nc(C2CC2)ccc1Nc1cncnc1,aminohetaryl_c1_amide,7.817442698695087,19-Aug-2009,06-Mar-09,5sf2_990,test,train,train,train,train,train,train
991,Cn1ncc(C(=O)N2CCC2)c1C(=O)Nc1cc(C2CCCCC2)n[nH]1,aryl_c1_amide_c2_hetaryl,5.0252066368381125,04-Oct-2010,31-Mar-09,5sel_991,train,test,train,train,train,train,train
992,Cc1cc(C)n2nc(CCc3cccc(N4CCCC4)n3)nc2n1,c1_hetaryl_alkyl_c2_hetaryl,6.9423719270444314,17-Aug-2011,25-Jun-10,5se4_992,train,train,val,test,train,test,train
993,CC(=O)N1CCC(NC(=O)c2nc(C3CC3)cnc2Nc2cncnc2)CC1,aminohetaryl_c1_amide,5.0,07-Jun-2010,27-Apr-10,5sfl_993,test,train,train,train,train,train,train
994,Cc1ncn(-c2ccccc2)c1C(=O)Nc1cc(-c2ccccn2)nn1C,aryl_c1_amide_c2_hetaryl,5.66719991328196265,26-Aug-2009,31-Mar-09,5sel_994,train,test,train,train,train,train,val
995,O=C(Nc1cnccc1Cl)c1nc(C2CC2)ccc1Nc1cncnc1,aminohetaryl_c1_amide,7.6693022016606958,26-Aug-2009,07-Apr-09,5sfu_995,test,train,train,train,train,train,test
996,Cc1c(Cl)cc(Cl)c2nc(CCc3nccs3)nn12,c1_hetaryl_alkyl_c2_hetaryl,6.2915094143653127,18-Jun-2012,01-Feb-12,5sej_996,train,val,test,test,val,,val
997,O=C(NC1CC1)c1ccsc1NC(=O)c1nc(C2CC2)ccc1Nc1cncnc1,aminohetaryl_c1_amide,9.320243879283573,19-Oct-2009,07-Apr-09,5sfu_997,test,train,train,train,train,train,train
998,Cc1cc(C)n2nc(CCc3cncc(N4CCCC4)n3)nc2n1,c1_hetaryl_alkyl_c2_hetaryl,6.5120164926410473,25-Jul-2011,25-Jun-10,5se4_998,train,train,val,test,train,test,test
999,CNC(=O)c1ncncc1NC(=O)c1nc(C2CC2)cnc1Nc1cncnc1,aminohetaryl_c1_amide,8.283662712110451,28-Jun-2010,27-Apr-10,5se5_999,test,train,train,train,train,train,val
1000,CNC(=O)[C@H]1CCC[C@@H]1NC(=O)c1nc(C2CC2)cnc1Nc1cncnc1,aminohetaryl_c1_amide,6.1572859433367346,03-May-2010,27-Apr-10,5se5_1000,test,train,train,train,train,train,train
1001,CNC(=O)c1nn(-c2ccccc2)cc1NC(=O)c1nc(C2CC2)ccc1Nc1cncnc1,aminohetaryl_c1_amide,5.72942223931876404,26-Oct-2009,30-Sep-09,5sdz_1001,test,train,train,train,train,train,train
1002,CNC(=O)c1c(NC(=O)c2nc(COC)ccc2Nc2cncnc2)cnn1CCOC,aminohetaryl_c1_amide,7.5479680963431874,21-Sep-2009,09-Mar-09,5sdy_1002,test,train,train,train,train,train,train
1003,O=C(Nc1cn(-c2ccccn2)cn1)c1nc(C2CC2)ccc1Br,aryl_c1_amide_c2_hetaryl,6.36224317147227114,14-Sep-2009,05-Jun-09,5sen_1003,train,test,train,train,train,train,train
